person, block, runNumber, visualise, trialNumber, targetPresent, responseTime, response
11, coloured, 24, yes, 3, 1, 0.332624, 1
11, coloured, 24, yes, 4, 1, 0.324308, 1
11, coloured, 25, yes, 1, 1, NaN, NaN
11, coloured, 25, yes, 2, 0, NaN, NaN
11, coloured, 25, yes, 3, 0, 0.495023, -1
11, coloured, 25, yes, 4, 0, 0.596112, -1
11, coloured, 26, no, 1, 1, 0.434811, 1
11, coloured, 26, no, 2, 1, 0.421762, -1
11, coloured, 26, no, 3, 1, 0.362750, 1
11, coloured, 26, no, 4, 0, 0.544860, -1
11, coloured, 26, no, 5, 1, 0.498977, 1
11, coloured, 27, no, 1, 1, 0.449169, 1
11, coloured, 27, no, 2, 0, 0.609780, -1
11, coloured, 27, no, 3, 1, 0.481394, 1
11, coloured, 27, no, 4, 1, 0.460671, 1
11, coloured, 27, no, 5, 0, 0.353784, -1
11, coloured, 28, yes, 1, 0, NaN, NaN
11, coloured, 28, yes, 2, 0, NaN, NaN
11, coloured, 28, yes, 3, 1, 0.421915, 1
11, coloured, 28, yes, 4, 0, 0.454365, -1
11, coloured, 28, yes, 5, 1, 0.472481, 1
11, coloured, 29, yes, 1, 1, NaN, NaN
11, coloured, 29, yes, 2, 1, NaN, NaN
11, coloured, 29, yes, 3, 1, 0.411654, 1
11, coloured, 29, yes, 4, 1, 0.320175, 1
11, coloured, 29, yes, 5, 0, 0.372260, -1
11, coloured, 30, yes, 1, 1, NaN, NaN
11, coloured, 30, yes, 2, 1, NaN, NaN
11, coloured, 30, yes, 3, 1, 0.329325, 1
11, coloured, 30, yes, 4, 1, 0.293571, 1
11, coloured, 30, yes, 5, 0, 0.567276, -1
11, coloured, 1, yes, 1, 0, NaN, NaN
11, coloured, 1, yes, 2, 1, NaN, NaN
11, coloured, 1, yes, 3, 1, 0.377287, 1
11, coloured, 2, yes, 1, 0, NaN, NaN
11, coloured, 2, yes, 2, 0, NaN, NaN
11, coloured, 2, yes, 3, 1, 0.350229, 1
11, coloured, 2, yes, 4, 0, 0.541241, 1
11, coloured, 2, yes, 5, 1, 0.467327, 1
11, coloured, 3, no, 1, 0, 0.645751, -1
11, coloured, 3, no, 2, 1, 0.584757, 1
11, coloured, 3, no, 3, 0, 0.487361, -1
11, coloured, 4, yes, 1, 0, NaN, NaN
11, coloured, 4, yes, 2, 1, NaN, NaN
11, coloured, 4, yes, 3, 1, 0.508046, 1
11, coloured, 4, yes, 4, 0, 0.519982, -1
11, coloured, 4, yes, 5, 0, 0.448716, -1
11, coloured, 5, no, 1, 0, 0.460246, -1
11, coloured, 5, no, 2, 0, 0.481191, -1
11, coloured, 5, no, 3, 1, 0.633616, 1
11, coloured, 5, no, 4, 0, 0.465891, -1
11, coloured, 6, yes, 1, 1, NaN, NaN
11, coloured, 6, yes, 2, 1, NaN, NaN
11, coloured, 6, yes, 3, 1, 0.321030, 1
11, coloured, 6, yes, 4, 1, 0.467781, 1
11, coloured, 6, yes, 5, 1, 0.491574, 1
11, coloured, 7, no, 1, 1, 0.364503, 1
11, coloured, 7, no, 2, 0, 0.621171, -1
11, coloured, 7, no, 3, 1, 0.456866, 1
11, coloured, 8, yes, 1, 0, NaN, NaN
11, coloured, 8, yes, 2, 1, NaN, NaN
11, coloured, 8, yes, 3, 1, 0.379744, 1
11, coloured, 8, yes, 4, 0, 0.449582, -1
11, coloured, 9, no, 1, 0, 0.374433, -1
11, coloured, 9, no, 2, 1, 0.428394, 1
11, coloured, 9, no, 3, 1, 0.368289, 1
11, coloured, 9, no, 4, 1, 0.344197, 1
11, coloured, 9, no, 5, 0, 0.549574, -1
11, coloured, 10, yes, 1, 1, NaN, NaN
11, coloured, 10, yes, 2, 0, NaN, NaN
11, coloured, 10, yes, 3, 1, 0.398620, 1
11, coloured, 11, yes, 1, 1, NaN, NaN
11, coloured, 11, yes, 2, 1, NaN, NaN
11, coloured, 11, yes, 3, 1, 0.376233, 1
11, coloured, 12, no, 1, 1, 0.334094, 1
11, coloured, 12, no, 2, 1, 0.341617, 1
11, coloured, 12, no, 3, 0, 0.449021, -1
11, coloured, 12, no, 4, 0, 0.405424, -1
11, coloured, 12, no, 5, 0, 0.433496, -1
11, coloured, 13, no, 1, 1, 0.489215, 1
11, coloured, 13, no, 2, 0, 0.478011, -1
11, coloured, 13, no, 3, 1, 0.513455, 1
11, coloured, 14, no, 1, 1, 0.383237, 1
11, coloured, 14, no, 2, 0, 0.409286, -1
11, coloured, 14, no, 3, 0, 0.380661, -1
11, coloured, 14, no, 4, 0, 0.459747, -1
11, coloured, 14, no, 5, 0, 0.486987, -1
11, coloured, 15, no, 1, 0, 0.430145, -1
11, coloured, 15, no, 2, 0, 0.393755, -1
11, coloured, 15, no, 3, 1, 0.440423, 1
11, coloured, 15, no, 4, 1, 0.384883, 1
11, coloured, 15, no, 5, 1, 0.369382, 1
11, coloured, 16, no, 1, 0, 0.443962, -1
11, coloured, 16, no, 2, 0, 0.467594, -1
11, coloured, 16, no, 3, 0, 0.446338, -1
11, coloured, 16, no, 4, 0, 0.384138, -1
11, coloured, 16, no, 5, 0, 0.358613, -1
11, coloured, 17, yes, 1, 1, NaN, NaN
11, coloured, 17, yes, 2, 1, NaN, NaN
11, coloured, 17, yes, 3, 0, 0.368509, -1
11, coloured, 17, yes, 4, 0, 0.352872, -1
11, coloured, 17, yes, 5, 0, 0.298872, -1
11, coloured, 18, no, 1, 0, 0.381131, -1
11, coloured, 18, no, 2, 0, 0.559928, -1
11, coloured, 18, no, 3, 0, 0.401151, -1
11, coloured, 18, no, 4, 1, 0.901439, 1
11, coloured, 19, no, 1, 1, 0.450551, -1
11, coloured, 19, no, 2, 0, 0.558918, -1
11, coloured, 19, no, 3, 0, 0.470488, -1
11, coloured, 20, no, 1, 1, 0.535287, 1
11, coloured, 20, no, 2, 1, 0.447151, 1
11, coloured, 20, no, 3, 0, 0.335464, -1
11, coloured, 20, no, 4, 0, 0.373994, -1
11, coloured, 21, no, 1, 1, 0.407775, 1
11, coloured, 21, no, 2, 0, 0.439244, -1
11, coloured, 21, no, 3, 1, 0.411637, 1
11, coloured, 21, no, 4, 1, 0.472017, 1
11, coloured, 21, no, 5, 1, 0.260276, 1
11, coloured, 22, yes, 1, 1, NaN, NaN
11, coloured, 22, yes, 2, 1, NaN, NaN
11, coloured, 22, yes, 3, 0, 0.346683, -1
11, coloured, 22, yes, 4, 1, 0.364780, 1
11, coloured, 22, yes, 5, 0, 0.379404, -1
11, coloured, 23, yes, 1, 0, NaN, NaN
11, coloured, 23, yes, 2, 1, NaN, NaN
11, coloured, 23, yes, 3, 1, 0.377775, 1
11, coloured, 24, yes, 1, 0, NaN, NaN
11, coloured, 24, yes, 2, 0, NaN, NaN
11, coloured, 24, yes, 3, 1, 0.308039, -1
11, coloured, 24, yes, 4, 0, 0.460067, -1
11, coloured, 25, yes, 1, 0, NaN, NaN
11, coloured, 25, yes, 2, 1, NaN, NaN
11, coloured, 25, yes, 3, 1, 0.419261, 1
11, coloured, 25, yes, 4, 1, 0.345143, 1
11, coloured, 25, yes, 5, 1, 0.330036, 1
11, coloured, 26, no, 1, 1, 0.386028, 1
11, coloured, 26, no, 2, 1, 0.387227, 1
11, coloured, 26, no, 3, 1, 0.300213, 1
11, coloured, 26, no, 4, 0, 0.505297, -1
11, coloured, 27, no, 1, 1, 0.373174, 1
11, coloured, 27, no, 2, 1, 0.509296, 1
11, coloured, 27, no, 3, 1, 0.463428, 1
11, coloured, 27, no, 4, 0, 0.377681, -1
11, coloured, 27, no, 5, 1, 0.439669, 1
11, coloured, 28, yes, 1, 1, NaN, NaN
11, coloured, 28, yes, 2, 0, NaN, NaN
11, coloured, 28, yes, 3, 0, 0.511203, -1
11, coloured, 28, yes, 4, 1, 0.391944, 1
11, coloured, 28, yes, 5, 1, 0.370446, 1
11, coloured, 29, yes, 1, 1, NaN, NaN
11, coloured, 29, yes, 2, 1, NaN, NaN
11, coloured, 29, yes, 3, 1, 0.382498, 1
11, coloured, 30, yes, 1, 0, NaN, NaN
11, coloured, 30, yes, 2, 1, NaN, NaN
11, coloured, 30, yes, 3, 1, 0.459685, 1
11, coloured, 30, yes, 4, 0, 0.420245, -1
11, coloured, 30, yes, 5, 0, 0.464329, -1
11, coloured, 1, yes, 1, 1, NaN, NaN
11, coloured, 1, yes, 2, 1, NaN, NaN
11, coloured, 1, yes, 3, 0, 0.372046, -1
11, coloured, 1, yes, 4, 0, 0.336349, -1
11, coloured, 2, yes, 1, 0, NaN, NaN
11, coloured, 2, yes, 2, 0, NaN, NaN
11, coloured, 2, yes, 3, 0, 0.495064, -1
11, coloured, 3, no, 1, 0, 0.383055, -1
11, coloured, 3, no, 2, 0, 0.440864, -1
11, coloured, 3, no, 3, 1, 0.448560, 1
11, coloured, 4, yes, 1, 0, NaN, NaN
11, coloured, 4, yes, 2, 1, NaN, NaN
11, coloured, 4, yes, 3, 0, 0.373150, -1
11, coloured, 5, no, 1, 1, 0.511853, 1
11, coloured, 5, no, 2, 0, 0.373047, -1
11, coloured, 5, no, 3, 0, 0.339747, -1
11, coloured, 5, no, 4, 1, 0.430073, 1
11, coloured, 5, no, 5, 0, 0.367490, -1
11, coloured, 6, yes, 1, 1, NaN, NaN
11, coloured, 6, yes, 2, 0, NaN, NaN
11, coloured, 6, yes, 3, 1, 0.456275, 1
11, coloured, 7, no, 1, 0, 0.355387, -1
11, coloured, 7, no, 2, 1, 0.345690, 1
11, coloured, 7, no, 3, 0, 0.430149, -1
11, coloured, 7, no, 4, 0, 0.362825, -1
11, coloured, 8, yes, 1, 0, NaN, NaN
11, coloured, 8, yes, 2, 1, NaN, NaN
11, coloured, 8, yes, 3, 0, 0.429201, -1
11, coloured, 9, no, 1, 1, 0.433538, 1
11, coloured, 9, no, 2, 1, 0.303415, 1
11, coloured, 9, no, 3, 1, 0.307813, 1
11, coloured, 9, no, 4, 1, 0.347690, 1
11, coloured, 9, no, 5, 0, 0.458184, -1
11, coloured, 10, yes, 1, 0, NaN, NaN
11, coloured, 10, yes, 2, 1, NaN, NaN
11, coloured, 10, yes, 3, 0, 0.444564, -1
11, coloured, 10, yes, 4, 1, 0.423207, 1
11, coloured, 11, yes, 1, 0, NaN, NaN
11, coloured, 11, yes, 2, 0, NaN, NaN
11, coloured, 11, yes, 3, 1, 0.396843, 1
11, coloured, 11, yes, 4, 0, 0.605464, -1
11, coloured, 11, yes, 5, 0, 0.382086, -1
11, coloured, 12, no, 1, 0, 0.387135, -1
11, coloured, 12, no, 2, 0, 0.278095, -1
11, coloured, 12, no, 3, 1, 0.581319, 1
11, coloured, 12, no, 4, 0, 0.372237, -1
11, coloured, 13, no, 1, 0, 0.347589, -1
11, coloured, 13, no, 2, 0, 0.318653, -1
11, coloured, 13, no, 3, 0, 0.404403, -1
11, coloured, 13, no, 4, 1, 0.456934, 1
11, coloured, 13, no, 5, 1, 0.411566, 1
11, coloured, 14, no, 1, 1, 0.390675, 1
11, coloured, 14, no, 2, 0, 0.376856, -1
11, coloured, 14, no, 3, 0, 0.455644, -1
11, coloured, 15, no, 1, 1, 0.487407, 1
11, coloured, 15, no, 2, 1, 0.690170, 1
11, coloured, 15, no, 3, 0, 0.421572, -1
11, coloured, 16, no, 1, 1, 0.368723, 1
11, coloured, 16, no, 2, 0, 0.384519, -1
11, coloured, 16, no, 3, 1, 0.365142, 1
11, coloured, 16, no, 4, 1, 0.323224, 1
11, coloured, 16, no, 5, 0, 0.391926, -1
11, coloured, 17, yes, 1, 0, NaN, NaN
11, coloured, 17, yes, 2, 1, NaN, NaN
11, coloured, 17, yes, 3, 1, 0.702959, 1
11, coloured, 17, yes, 4, 0, 0.433946, -1
11, coloured, 17, yes, 5, 0, 0.432536, -1
11, coloured, 18, no, 1, 0, 0.425179, -1
11, coloured, 18, no, 2, 0, 0.415733, -1
11, coloured, 18, no, 3, 0, 0.575453, -1
11, coloured, 19, no, 1, 1, 0.556095, 1
11, coloured, 19, no, 2, 1, 0.538887, 1
11, coloured, 19, no, 3, 1, 0.446608, 1
11, coloured, 20, no, 1, 1, 0.482491, 1
11, coloured, 20, no, 2, 1, 0.385315, 1
11, coloured, 20, no, 3, 1, 0.368689, 1
11, coloured, 20, no, 4, 1, 0.406939, 1
11, coloured, 20, no, 5, 1, 0.337990, 1
11, coloured, 21, no, 1, 1, 0.393854, 1
11, coloured, 21, no, 2, 1, 0.465381, 1
11, coloured, 21, no, 3, 0, 0.446510, -1
11, coloured, 22, yes, 1, 1, NaN, NaN
11, coloured, 22, yes, 2, 1, NaN, NaN
11, coloured, 22, yes, 3, 0, 0.437483, -1
11, coloured, 23, yes, 1, 0, NaN, NaN
11, coloured, 23, yes, 2, 0, NaN, NaN
11, coloured, 23, yes, 3, 0, 0.434664, -1
11, coloured, 23, yes, 4, 0, 0.359923, -1
11, coloured, 24, yes, 1, 0, NaN, NaN
11, coloured, 24, yes, 2, 1, NaN, NaN
11, coloured, 24, yes, 3, 0, 0.427156, -1
11, coloured, 24, yes, 4, 1, 0.390987, 1
11, coloured, 25, yes, 1, 0, NaN, NaN
11, coloured, 25, yes, 2, 0, NaN, NaN
11, coloured, 25, yes, 3, 1, 0.363103, 1
11, coloured, 25, yes, 4, 0, 0.552795, -1
11, coloured, 25, yes, 5, 0, 0.592480, -1
11, coloured, 26, no, 1, 0, 0.383914, -1
11, coloured, 26, no, 2, 0, 0.391631, -1
11, coloured, 26, no, 3, 1, 0.456685, 1
11, coloured, 26, no, 4, 1, 0.339010, 1
11, coloured, 26, no, 5, 1, 0.350645, 1
11, coloured, 27, no, 1, 1, 0.536344, 1
11, coloured, 27, no, 2, 1, 0.350637, 1
11, coloured, 27, no, 3, 0, 0.358974, -1
11, coloured, 28, yes, 1, 0, NaN, NaN
11, coloured, 28, yes, 2, 0, NaN, NaN
11, coloured, 28, yes, 3, 0, 0.483376, -1
11, coloured, 28, yes, 4, 0, 0.377000, -1
11, coloured, 29, yes, 1, 1, NaN, NaN
11, coloured, 29, yes, 2, 0, NaN, NaN
11, coloured, 29, yes, 3, 0, 0.362002, 1
11, coloured, 29, yes, 4, 0, 0.388014, -1
11, coloured, 29, yes, 5, 1, 0.431928, 1
11, coloured, 30, yes, 1, 0, NaN, NaN
11, coloured, 30, yes, 2, 1, NaN, NaN
11, coloured, 30, yes, 3, 1, 0.408452, 1
11, coloured, 30, yes, 4, 1, 0.457652, 1
11, coloured, 1, yes, 1, 1, NaN, NaN
11, coloured, 1, yes, 2, 1, NaN, NaN
11, coloured, 1, yes, 3, 0, 0.476020, -1
11, coloured, 1, yes, 4, 0, 0.433655, -1
11, coloured, 1, yes, 5, 1, 0.423149, 1
11, coloured, 2, yes, 1, 0, NaN, NaN
11, coloured, 2, yes, 2, 1, NaN, NaN
11, coloured, 2, yes, 3, 0, 0.492681, -1
11, coloured, 2, yes, 4, 0, 0.525751, -1
11, coloured, 3, no, 1, 0, 0.380319, -1
11, coloured, 3, no, 2, 1, 0.429743, 1
11, coloured, 3, no, 3, 0, 0.442854, -1
11, coloured, 3, no, 4, 1, 0.483949, 1
11, coloured, 4, yes, 1, 0, NaN, NaN
11, coloured, 4, yes, 2, 1, NaN, NaN
11, coloured, 4, yes, 3, 1, 0.450281, 1
11, coloured, 4, yes, 4, 1, 0.436431, 1
11, coloured, 4, yes, 5, 1, 0.366767, 1
11, coloured, 5, no, 1, 0, 0.414933, -1
11, coloured, 5, no, 2, 0, 0.488708, -1
11, coloured, 5, no, 3, 0, 0.584348, -1
11, coloured, 5, no, 4, 0, 0.440362, -1
11, coloured, 5, no, 5, 0, 0.447252, -1
11, coloured, 6, yes, 1, 1, NaN, NaN
11, coloured, 6, yes, 2, 0, NaN, NaN
11, coloured, 6, yes, 3, 0, 0.516592, -1
11, coloured, 6, yes, 4, 0, 0.420984, -1
11, coloured, 6, yes, 5, 0, 0.405767, -1
11, coloured, 7, no, 1, 1, 0.521918, 1
11, coloured, 7, no, 2, 1, 0.406494, 1
11, coloured, 7, no, 3, 1, 0.414095, 1
11, coloured, 7, no, 4, 0, 0.464173, -1
11, coloured, 7, no, 5, 0, 0.488571, -1
11, coloured, 8, yes, 1, 1, NaN, NaN
11, coloured, 8, yes, 2, 0, NaN, NaN
11, coloured, 8, yes, 3, 1, 0.386709, 1
11, coloured, 8, yes, 4, 1, 0.361143, 1
11, coloured, 8, yes, 5, 1, 0.489961, 1
11, coloured, 9, no, 1, 0, 0.707988, -1
11, coloured, 9, no, 2, 0, 0.500619, -1
11, coloured, 9, no, 3, 1, 0.369740, 1
11, coloured, 9, no, 4, 0, 0.385556, -1
11, coloured, 9, no, 5, 0, 0.456823, -1
11, coloured, 10, yes, 1, 1, NaN, NaN
11, coloured, 10, yes, 2, 0, NaN, NaN
11, coloured, 10, yes, 3, 0, 0.495069, -1
11, coloured, 11, yes, 1, 0, NaN, NaN
11, coloured, 11, yes, 2, 1, NaN, NaN
11, coloured, 11, yes, 3, 0, 0.409198, -1
11, coloured, 12, no, 1, 1, 0.422117, 1
11, coloured, 12, no, 2, 0, 0.362549, -1
11, coloured, 12, no, 3, 0, 0.551976, -1
11, coloured, 12, no, 4, 1, 0.404583, 1
11, coloured, 13, no, 1, 0, 0.381328, -1
11, coloured, 13, no, 2, 1, 0.397502, 1
11, coloured, 13, no, 3, 0, 0.765570, -1
11, coloured, 13, no, 4, 0, 0.401255, -1
11, coloured, 13, no, 5, 0, 0.374468, -1
11, coloured, 14, no, 1, 0, 0.639556, -1
11, coloured, 14, no, 2, 1, 0.424281, 1
11, coloured, 14, no, 3, 1, 0.415629, 1
11, coloured, 14, no, 4, 1, 0.345153, 1
11, coloured, 14, no, 5, 1, 0.341343, 1
11, coloured, 15, no, 1, 1, 0.396153, 1
11, coloured, 15, no, 2, 0, 0.494745, -1
11, coloured, 15, no, 3, 1, 0.410550, 1
11, coloured, 16, no, 1, 0, 0.457412, -1
11, coloured, 16, no, 2, 1, 0.509113, 1
11, coloured, 16, no, 3, 1, 0.438344, 1
11, coloured, 16, no, 4, 1, 0.367408, 1
11, coloured, 16, no, 5, 0, 0.513656, -1
11, coloured, 17, yes, 1, 1, NaN, NaN
11, coloured, 17, yes, 2, 1, NaN, NaN
11, coloured, 17, yes, 3, 0, 0.403729, -1
11, coloured, 17, yes, 4, 1, 0.326486, 1
11, coloured, 18, no, 1, 1, 0.431871, 1
11, coloured, 18, no, 2, 1, 0.444604, 1
11, coloured, 18, no, 3, 0, 0.408833, -1
11, coloured, 18, no, 4, 0, 0.461659, -1
11, coloured, 19, no, 1, 0, 0.459190, 1
11, coloured, 19, no, 2, 0, 0.279691, 1
11, coloured, 19, no, 3, 0, 0.458790, -1
11, coloured, 19, no, 4, 0, 0.491261, -1
11, coloured, 19, no, 5, 0, 0.409128, -1
11, coloured, 20, no, 1, 1, 0.462625, 1
11, coloured, 20, no, 2, 1, 0.429601, 1
11, coloured, 20, no, 3, 0, 0.607695, -1
11, coloured, 21, no, 1, 0, 0.480692, -1
11, coloured, 21, no, 2, 1, 0.551444, 1
11, coloured, 21, no, 3, 1, 0.326688, 1
11, coloured, 21, no, 4, 0, 0.363176, -1
11, coloured, 22, yes, 1, 0, NaN, NaN
11, coloured, 22, yes, 2, 1, NaN, NaN
11, coloured, 22, yes, 3, 1, 0.409148, 1
11, coloured, 22, yes, 4, 0, 0.347396, -1
11, coloured, 23, yes, 1, 1, NaN, NaN
11, coloured, 23, yes, 2, 0, NaN, NaN
11, coloured, 23, yes, 3, 1, 0.599112, 1
11, coloured, 23, yes, 4, 1, 0.369826, 1
11, coloured, 23, yes, 5, 0, 0.466903, -1
11, coloured, 24, yes, 1, 0, NaN, NaN
11, coloured, 24, yes, 2, 1, NaN, NaN
11, coloured, 24, yes, 3, 0, 0.521455, -1
11, coloured, 24, yes, 4, 0, 0.440600, -1
11, coloured, 25, yes, 1, 1, NaN, NaN
11, coloured, 25, yes, 2, 0, NaN, NaN
11, coloured, 25, yes, 3, 0, 0.382954, -1
11, coloured, 25, yes, 4, 1, 0.456495, 1
11, coloured, 25, yes, 5, 0, 0.399477, -1
11, coloured, 26, no, 1, 0, 0.392751, -1
11, coloured, 26, no, 2, 1, 0.344665, 1
11, coloured, 26, no, 3, 1, 0.390454, 1
11, coloured, 26, no, 4, 1, 0.317638, 1
11, coloured, 26, no, 5, 0, 0.426430, -1
11, coloured, 27, no, 1, 1, 0.365859, 1
11, coloured, 27, no, 2, 1, 0.383984, 1
11, coloured, 27, no, 3, 0, 0.349140, -1
11, coloured, 27, no, 4, 1, 0.516458, 1
11, coloured, 27, no, 5, 0, 0.833161, -1
11, coloured, 28, yes, 1, 0, NaN, NaN
11, coloured, 28, yes, 2, 1, NaN, NaN
11, coloured, 28, yes, 3, 1, 0.372762, 1
11, coloured, 28, yes, 4, 0, 0.397728, -1
11, coloured, 29, yes, 1, 1, NaN, NaN
11, coloured, 29, yes, 2, 0, NaN, NaN
11, coloured, 29, yes, 3, 0, 0.515165, -1
11, coloured, 30, yes, 1, 1, NaN, NaN
11, coloured, 30, yes, 2, 0, NaN, NaN
11, coloured, 30, yes, 3, 1, 0.363928, 1
11, coloured, 30, yes, 4, 1, 0.372212, 1
